"Cardroom","Username","Nickname","Country","Signup date + time","Frozen","Signup IP","Signup serial","Date first rake/fee","Player Code","Lifetime Rake","Lifetime Fee"
"poker770mt","NETB39F3E397932E","NETB39F3E397932E","Finland","2026-03-17 12:58:20","Not frozen",NULL,NULL,NULL,"39741392",NULL,NULL
"netbetro","NETBB9982D855FEE","NETBB9982D855FEE","Romania","2026-03-17 20:56:00","Not frozen",NULL,NULL,NULL,"39743488",NULL,NULL
"sportiumbet.mx","Lizeth444","Lizeth444","Mexico","2026-03-17 16:24:40","Not frozen",NULL,NULL,NULL,"39742210",NULL,NULL
"sportiumbet.mx","Alcanuata1","Alcanuata1","Mexico","2026-03-18 02:39:50","Not frozen",NULL,NULL,NULL,"39745115",NULL,NULL
"skypoker.com","505230300","slivi13","United Kingdom","2026-03-17 22:12:07","Not frozen","82.132.220.212","8679af9900259eb97470a346f1ceeef9","2026-03-17 00:00:00","39743901","30.013993522139543","0"
"betsson.pe","1278881491","eaglebronze323","Peru","2026-03-17 21:00:49","Not frozen","179.6.81.65","b02b0a60179bfb2c403bf750f62ba8d3",NULL,"39743517",NULL,NULL
"paddypowerpoker.com","56429791","HackTown","United Kingdom","2026-03-17 23:22:38","Not frozen","86.18.236.37","9b14ae1f0cbf5e38688e77f5a79d2bbf",NULL,"39744304",NULL,NULL
"sportiumbet.mx","Pachissssssssss1","Pachissssssssss1","Mexico","2026-03-17 21:31:40","Not frozen",NULL,NULL,NULL,"39743663",NULL,NULL
"bet365poker","07824078526","Raretough45","United Kingdom","2026-03-17 23:33:49","Not frozen","92.40.172.103","cedc2266ff86c4431d6342147f493da6",NULL,"39744360",NULL,NULL
"betfredew5","PF14640315","adjtucker99","United Kingdom","2026-03-18 02:31:52","Not frozen","86.146.247.222","57bc6da5d7163246ec8b0d1fefb9712d",NULL,"39745088",NULL,NULL
"netbetuk","NETBA06931D1D6AE","NETBA06931D1D6AE","United Kingdom","2026-03-17 22:20:10","Not frozen",NULL,NULL,NULL,"39743945",NULL,NULL
"bet365poker","AMANDACUMING","baronhuge152","United Kingdom","2026-03-17 22:06:53","Not frozen","86.142.7.37","bcf580c9d431a920b2eed173a86afaf5",NULL,"39743860",NULL,NULL
"bet365poker","CHARLIEMCBRIDE007","titancoin18","United Kingdom","2026-03-17 23:12:07","Not frozen","90.212.30.78","5b9407b56284c31cbf6ed865575a75b5","2026-03-17 00:00:00","39744254","0.04200599999999999","0"
"sportiumbet.mx","Japspicks12","Japspicks12","Mexico","2026-03-18 00:47:10","Not frozen",NULL,NULL,NULL,"39744690",NULL,NULL
"betfredew5","PF14081572","jo0523","United Kingdom","2026-03-17 23:26:58","Not frozen","188.29.95.49","edca676818eb5184ba61c0ff3e86949e","2026-03-17 00:00:00","39744326","0","0.03000000012763187"
"bet365poker","JLEAVER76014","fightercastle59","United Kingdom","2026-03-17 19:30:47","Not frozen","86.133.159.227","600c068e5c6b7451237360fd9c3f322a","2026-03-17 00:00:00","39743123","1.856442","0"
"poker770mt","NETB219D078C7480","NETB219D078C7480","Finland","2026-03-17 17:43:50","Not frozen",NULL,NULL,NULL,"39742554",NULL,NULL
"sportiumbet.mx","yuligv01","yuligv01","Mexico","2026-03-17 22:22:00","Not frozen",NULL,NULL,NULL,"39743957",NULL,NULL
"bet365poker","CHARLZTOG123","fishbook238","United Kingdom","2026-03-17 22:32:08","Not frozen","94.1.132.53","d966ce2d8b771637b390ba1a888ed57e",NULL,"39744018",NULL,NULL
"bet365poker.gr","GEORGEKARDITSAS","Adaptablekey14","Greece","2026-03-17 15:18:38","Not frozen","176.58.197.59","47f219611af4d34e435e381257b02c04",NULL,"39741943",NULL,NULL
"netbetuk","NETB5BEAC668E073","NETB5BEAC668E073","United Kingdom","2026-03-17 13:27:10","Not frozen",NULL,NULL,NULL,"39741497",NULL,NULL
"sportiumbet.mx","Maryplayboy55","Maryplayboy55","Mexico","2026-03-18 03:34:10","Not frozen",NULL,NULL,NULL,"39745303",NULL,NULL
"netbetuk","NETBA9799854DC00","NETBA9799854DC00","United Kingdom","2026-03-17 23:28:20","Not frozen",NULL,NULL,NULL,"39744332",NULL,NULL
"sportiumbet.mx","Angelrafael1","Angelrafael11","Mexico","2026-03-17 16:34:20","Not frozen",NULL,NULL,NULL,"39742254",NULL,NULL
"netbetro","NETB4133D48691AB","NETB4133D48691AB","Romania","2026-03-18 01:36:10","Not frozen",NULL,NULL,NULL,"39744875",NULL,NULL
"netbetro","NETBE8FD17CA3E99","NETBE8FD17CA3E99","Romania","2026-03-17 16:35:00","Not frozen",NULL,NULL,NULL,"39742259",NULL,NULL
"poker770mt","NETB8143AC66BD06","NETB8143AC66BD06","Madagascar","2026-03-17 13:31:50","Not frozen",NULL,NULL,NULL,"39741514",NULL,NULL
"sportiumbet.mx","Carlosjeje2","Carlosjeje2","Mexico","2026-03-18 03:08:20","Not frozen",NULL,NULL,NULL,"39745216",NULL,NULL
"sportiumbet.mx","Silviacg06","Silviacg06","Mexico","2026-03-17 12:11:30","Not frozen",NULL,NULL,NULL,"39741274",NULL,NULL
"sportiumbet.mx","Angel5226714","Angel5226714","Mexico","2026-03-17 21:48:00","Not frozen",NULL,NULL,NULL,"39743756",NULL,NULL
"netbetuk","NETBD3E31E626E3B","NETBD3E31E626E3B","United Kingdom","2026-03-17 14:45:10","Not frozen",NULL,NULL,NULL,"39741822",NULL,NULL
"betfredew5","PF14547923","ngav","United Kingdom","2026-03-17 11:55:10","Not frozen","31.94.34.32","7a9bed8cc6a17e6bf55ffebe4ceb0b5d","2026-03-17 00:00:00","39741232","2.764125","0"
"betfredew5","PF12544333","PF12544333","United Kingdom","2026-03-17 12:37:32","Not frozen",NULL,"25f82425a05522b2fe59d1893c428e87",NULL,"39741339",NULL,NULL
"bet365poker.pe","G2CLGOC160YXDQ","sherifffast471","Peru","2026-03-18 00:31:27","Not frozen","181.176.43.35","eb79a1e2991a7710edc6dab21b18df31",NULL,"39744628",NULL,NULL
"efortuna","elena2901","Iul2901","Romania","2026-03-17 18:51:21","Not frozen","81.18.88.92","a5aeaf11-0b09-4b4f-8964-ffb2408bab98","2026-03-17 00:00:00","39742902","0","0.03000000009577529"
"betfredew5","PF14308063","juiciify","United Kingdom","2026-03-18 01:14:33","Not frozen","94.9.166.57","a0bde68fd95471650aca048177b087dc",NULL,"39744791",NULL,NULL
"bet365poker","ALEASHADIANA16","Cunningvalley68","United Kingdom","2026-03-17 18:57:41","Not frozen","176.25.69.163","f846c1491d74195c5442a03fc4afd647",NULL,"39742929",NULL,NULL
"skypoker.com","510127395","510127395","United Kingdom","2026-03-17 14:16:53","Not frozen","194.233.155.24","afa784428135982b18929ba5024de3cb","2026-03-17 00:00:00","39741700","0.8729092459320016","0"
"bet365poker","TONS77GSNN","prophoenix334","United Kingdom","2026-03-17 22:11:53","Not frozen","154.47.19.24","e1d38a1fe3dec8c751e52259107e116f",NULL,"39743898",NULL,NULL
"boylepokeruw4","JOE889","Joe8989","United Kingdom","2026-03-18 01:04:24","Not frozen","185.50.100.5","67C5CE2E-1817-40DB-AD19-3F6C7A7DE6F3","2026-03-18 00:00:00","39744750","15.698650999999996","0.4599999998142266"
"sportiumbet.mx","ANDRES143","ANDRES143","Mexico","2026-03-17 10:30:00","Not frozen","177.227.70.73","c0aae713-f9df-40ab-be1a-bf3fcaaa5172",NULL,"39740959",NULL,NULL
"sportiumbet.mx","Rroro12","Rroro12","Mexico","2026-03-17 22:00:00","Not frozen",NULL,NULL,NULL,"39743822",NULL,NULL
"skypoker.com","512988165","512988165","United Kingdom","2026-03-17 21:18:53","Not frozen","213.120.55.243","a22f2d96673aacafecd34602977f02f6",NULL,"39743601",NULL,NULL
"paddypowerpoker.com","44929184","trooperbook52","Ireland","2026-03-17 12:50:23","Not frozen","84.20.195.94","24353f9901872b6271f853bcb64dac3c",NULL,"39741371","0","0"
"netbetro","NETB38337013B56A","NETB38337013B56A","Romania","2026-03-17 10:31:50","Not frozen",NULL,NULL,NULL,"39740965",NULL,NULL
"skypoker.com","514262613","514262613","United Kingdom","2026-03-17 19:54:26","Not frozen",NULL,"42776c61e916620a83e25bdb1518f262",NULL,"39743247",NULL,NULL
"sportiumbet.mx","Sbaray93@","Sbaray93","Mexico","2026-03-17 23:53:30","Not frozen",NULL,NULL,NULL,"39744443",NULL,NULL
"bet365poker.bap","LUNIBO02","lionwave44","Argentina","2026-03-17 20:39:38","Not frozen","181.117.8.29","69beaef459f945ec31e058ca398af7fa",NULL,"39743414",NULL,NULL
"sportiumbet.mx","Dayana30rr","Dayana30rr","Mexico","2026-03-18 00:48:30","Not frozen",NULL,NULL,NULL,"39744695",NULL,NULL
"sportiumbet.mx","D1a2n3","D1a2n31","Mexico","2026-03-17 10:12:20","Not frozen",NULL,NULL,NULL,"39740909",NULL,NULL
"betsson.com","1478713217","duckspicy725","Chile","2026-03-18 03:21:10","Not frozen",NULL,NULL,NULL,"39745255",NULL,NULL
"bet365poker.nl","CASPERVDR_","flushteal344","Netherlands","2026-03-18 00:07:09","Not frozen","84.107.19.173","2d38babf4348558981284cc4958bace9",NULL,"39744516","0","0"
"sportiumbet.mx","Anacoqueta30","Anacoqueta30","Mexico","2026-03-18 00:01:40","Not frozen",NULL,NULL,NULL,"39744488",NULL,NULL
"netbetro","NETBC8E32F43E24A","NETBC8E32F43E24A","Romania","2026-03-17 18:48:10","Not frozen",NULL,NULL,NULL,"39742886",NULL,NULL
"poker770mt","NETB2995BA40CE50","NETB2995BA40CE50","Ireland","2026-03-17 20:20:10","Not frozen",NULL,NULL,NULL,"39743328",NULL,NULL
"sportiumbet.mx","Yesen1@","Yesen1","Mexico","2026-03-17 20:57:10","Not frozen",NULL,NULL,NULL,"39743497",NULL,NULL
"netbetuk","NETB8D1D363F7821","NETB8D1D363F7821","United Kingdom","2026-03-17 14:07:20","Not frozen",NULL,NULL,NULL,"39741652",NULL,NULL
"bet365poker","B2B4391A48744DB3B0F20CB463A070CE","flushcube138","United Kingdom","2026-03-17 23:06:23","Not frozen","86.3.167.7","0e1c824f343008a5abc438556c735cb7",NULL,"39744216",NULL,NULL
"sportiumbet.mx","Itzel722","Itzel722","Mexico","2026-03-17 18:15:40","Not frozen",NULL,NULL,NULL,"39742718",NULL,NULL
"sportiumbet.mx","LegnasejoA@1","LegnasejoA1","Mexico","2026-03-18 02:08:40","Not frozen",NULL,NULL,NULL,"39744992",NULL,NULL
"swisscasino.ch","Sherin4","gunjewel91","Switzerland","2026-03-17 23:10:01","Not frozen","84.226.207.185","C374525B-FD62-49E4-BD0F-E993ED98F912",NULL,"39744245",NULL,NULL
"netbetuk","NETB6790159ABE77","NETB6790159ABE77","United Kingdom","2026-03-18 02:40:10","Not frozen",NULL,NULL,NULL,"39745116",NULL,NULL
"netbetro","NETB43171111D159","NETB43171111D159","Romania","2026-03-17 22:36:20","Not frozen",NULL,NULL,NULL,"39744048",NULL,NULL
"netbetgr","NETBCD1AE14A56CE","NETBCD1AE14A56CE","Greece","2026-03-17 15:59:50","Not frozen",NULL,NULL,NULL,"39742098",NULL,NULL
"efortuna","pyf87","pyf87","Romania","2026-03-17 17:45:56","Not frozen","109.166.129.71","88ff67f2-5123-48b5-a334-e9dbd2f3756e","2026-03-17 00:00:00","39742567","0","0.03000000009577529"
"skypoker.com","507583769","Oggyfc","United Kingdom","2026-03-18 00:08:20","Not frozen","94.8.175.182","da494bc2f54c87e7bc106229613a21a8",NULL,"39744523",NULL,NULL
"sportiumbet.mx","Melooct321","Melooct321","Mexico","2026-03-18 02:54:10","Not frozen",NULL,NULL,NULL,"39745163",NULL,NULL
"svenskaspel","113898601","Fakanash","Sweden","2026-03-17 16:09:07","Not frozen","94.191.136.61","7deb6aa82bbb55e477dfc75d8a7f2e41","2026-03-17 00:00:00","39742135","0","2.939999959955328"
"bifortuna.cz","jaruska123","Kacka12345","Czech Republic","2026-03-17 12:12:07","Not frozen","89.102.6.168","ABA2DCFA-9D0D-48A2-9FC6-6B058ED31AF7",NULL,"39741276",NULL,NULL
"bet365poker","NADINEBOYD365","baronwillow293","United Kingdom","2026-03-17 16:36:03","Not frozen","109.150.205.100","fdd5402f60517d4cdf237993cd72a509",NULL,"39742263",NULL,NULL
"poker770mt","NETBD0B426687BF4","NETBD0B426687BF4","Ireland","2026-03-17 10:58:20","Not frozen",NULL,NULL,NULL,"39741056",NULL,NULL
"efortuna","gabriel2826","gabriel28261","Romania","2026-03-17 12:47:46","Not frozen","5.12.196.117","E48492D0-B6C2-473E-B360-3CE4D5EE36BB","2026-03-17 00:00:00","39741366","0","0.21000000067042704"
"sportiumbet.mx","Roble981606","Roble981606","Mexico","2026-03-18 03:01:30","Not frozen",NULL,NULL,NULL,"39745191",NULL,NULL
"codere.mx","Lupigana","teacherruby431","Mexico","2026-03-17 21:58:27","Not frozen","201.165.24.241","8be35675e049304cbf0b5a7b0872f9db",NULL,"39743813",NULL,NULL
"teammexico.mx","69523","695231","Mexico","2026-03-17 22:48:12","Not frozen","189.203.50.3","25f82039aa3a2870776d9d00b3235106",NULL,"39744116",NULL,NULL
"sportiumbet.mx","Elizabeth2005.","Elizabeth20051","Mexico","2026-03-17 19:47:40","Not frozen",NULL,NULL,NULL,"39743208",NULL,NULL
"sportiumbet.mx","Ezrile0706","Ezrile0706","Mexico","2026-03-17 18:33:50","Not frozen",NULL,NULL,NULL,"39742811",NULL,NULL
"bet365poker","AUSTINLEUNG995","sailorcool358","United Kingdom","2026-03-17 20:36:18","Not frozen","137.205.73.27","09634b833f077900976ccdb35841859f",NULL,"39743399",NULL,NULL
"sportiumbet.mx","Belindamvt1","Belindamvt1","Mexico","2026-03-18 02:54:10","Not frozen",NULL,NULL,NULL,"39745164",NULL,NULL
"bifortuna.cz","ConfusedHonzik28","ConfusedHonzik28","Czech Republic","2026-03-17 11:15:13","Not frozen","195.113.87.98","dbd2f43096ee549bd35b09d4848b10a3","2026-03-17 00:00:00","39741105","0.9790970000000007","0"
"sportiumbet.mx","K.mena777","Kmena777","Mexico","2026-03-17 20:56:20","Not frozen",NULL,NULL,NULL,"39743489",NULL,NULL
"sportiumbet.mx","DAGO47","DAGO47","Mexico","2026-03-18 03:48:00","Not frozen",NULL,NULL,NULL,"39745360",NULL,NULL
"netbetuk","NETBE666CE6FE6EB","NETBE666CE6FE6EB","United Kingdom","2026-03-17 15:41:20","Not frozen",NULL,NULL,NULL,"39742034",NULL,NULL
"sportiumbet.mx","OsvaldOo019","OsvaldOo019","Mexico","2026-03-17 13:10:40","Not frozen",NULL,NULL,NULL,"39741433",NULL,NULL
"netbetgr","NETB9BB4302A6DC7","NETB9BB4302A6DC7","Greece","2026-03-17 16:05:30","Not frozen",NULL,NULL,NULL,"39742126",NULL,NULL
"netbetro","NETB51C488BAC8F7","NETB51C488BAC8F7","Romania","2026-03-17 14:12:40","Not frozen",NULL,NULL,NULL,"39741680",NULL,NULL
"betfredew5","PF14496849","Zlucky1o","United Kingdom","2026-03-18 03:48:10","Not frozen","31.48.254.151","aebb47a0bdf8042f2f204a6ad417cf32",NULL,"39745361",NULL,NULL
"netbetro","NETB293F93CFE910","NETB293F93CFE910","Romania","2026-03-17 23:11:40","Not frozen",NULL,NULL,NULL,"39744253",NULL,NULL
"netbetuk","TEST113369563484","TEST113369563484","United Kingdom","2026-03-17 16:56:50","Not frozen",NULL,NULL,NULL,"39742351",NULL,NULL
"poker770mt","NETBA5F9829AA0F0","NETBA5F9829AA0F0","Finland","2026-03-17 12:32:50","Not frozen",NULL,NULL,NULL,"39741325",NULL,NULL
"sportiumbet.mx","carloscova1969","carloscova1969","Mexico","2026-03-18 00:17:50","Not frozen",NULL,NULL,NULL,"39744562",NULL,NULL
"sportiumbet.mx","Fiderjosue13@","Fiderjosue13","Mexico","2026-03-17 12:21:50","Not frozen",NULL,NULL,NULL,"39741302",NULL,NULL
"bet365poker.gr","PLIATSIKASFANIS","sailorcold348","Greece","2026-03-17 11:02:59","Not frozen","62.74.55.188","e563a4e91d6493a6a576b07b57ecf31b",NULL,"39741064",NULL,NULL
"netbetuk","NETB8CD4B145F00A","NETB8CD4B145F00A","United Kingdom","2026-03-17 14:18:10","Not frozen",NULL,NULL,NULL,"39741709",NULL,NULL
"sportiumbet.mx","Orusmen07","Orusmen07","Mexico","2026-03-17 11:34:30","Not frozen",NULL,NULL,NULL,"39741171",NULL,NULL
"netbetuk","NETB2B71D6CEF868","NETB2B71D6CEF868","United Kingdom","2026-03-18 01:30:30","Not frozen",NULL,NULL,NULL,"39744851",NULL,NULL
"sportiumbet.mx","ANTONIO@2819","ANTONIO2819","Mexico","2026-03-17 13:01:20","Not frozen",NULL,NULL,NULL,"39741403",NULL,NULL
"sportiumbet.mx","Gilfim1989","Gilfim1989","Mexico","2026-03-17 12:57:40","Not frozen",NULL,NULL,NULL,"39741390",NULL,NULL
"poker770mt","NETB627CA5B538C9","NETB627CA5B538C9","Bangladesh","2026-03-17 21:20:40","Not frozen",NULL,NULL,NULL,"39743610",NULL,NULL
"sportiumbet.mx","ImelDa142325","ImelDa142325","Mexico","2026-03-18 03:37:50","Not frozen",NULL,NULL,NULL,"39745321",NULL,NULL
"netbetuk","NETBC811A2EEC32A","NETBC811A2EEC32A","United Kingdom","2026-03-18 01:13:23","Not frozen",NULL,NULL,NULL,"39744789",NULL,NULL
"betsson.pe","1390612566","fishleaf977","Peru","2026-03-18 01:03:32","Not frozen","181.176.45.55","b0a047bf8570b38e18d0f9af6662227d",NULL,"39744749",NULL,NULL
"netbetro","NETB52BC6DC38E47","NETB52BC6DC38E47","Romania","2026-03-17 20:56:40","Not frozen",NULL,NULL,NULL,"39743495",NULL,NULL
"netbetro","NETB10619963DB08","NETB10619963DB08","Romania","2026-03-17 16:24:20","Not frozen",NULL,NULL,NULL,"39742206",NULL,NULL
"skypoker.com","514173685","Kieran777","Ireland","2026-03-18 00:22:03","Not frozen","86.44.19.29","075fdfcb-e297-49dc-bf9b-9f41da80612d","2026-03-18 00:00:00","39744583","3.7072514643686896","0.1742029760972035"
"sportiumbet.mx","Lucky989","Lucky9891","Mexico","2026-03-18 01:55:30","Not frozen",NULL,NULL,NULL,"39744938",NULL,NULL
"betsson.com","1013738489","coloneldove311","Chile","2026-03-17 17:36:20","Not frozen",NULL,NULL,NULL,"39742519",NULL,NULL
"bet365poker","SERGIONAN1995","Visionaryzone28","Guatemala","2026-03-18 02:47:29","Not frozen","190.148.252.20","f3e00167373914b15497b5b57b28cc7e","2026-03-18 00:00:00","39745138","1.0949419999999999","0"
"sportiumbet.mx","MerazC32","MerazC32","Mexico","2026-03-18 03:07:30","Not frozen",NULL,NULL,NULL,"39745211",NULL,NULL
"sportiumbet.mx","LxAngel01","LxAngel01","Mexico","2026-03-17 13:06:10","Not frozen",NULL,NULL,NULL,"39741415",NULL,NULL
"poker770mt","NETBC6C473A53535","NETBC6C473A53535","Ireland","2026-03-18 01:38:20","Not frozen",NULL,NULL,NULL,"39744883",NULL,NULL
"sportiumbet.mx","MARI1991@","MARI19912","Mexico","2026-03-18 02:12:20","Not frozen",NULL,NULL,NULL,"39745012",NULL,NULL
"betsson.com","1048923417","jumperfrank539","Chile","2026-03-17 19:00:40","Not frozen",NULL,NULL,NULL,"39742944",NULL,NULL
"sportiumbet.mx","a668807671","a668807671","Mexico","2026-03-17 21:00:30","Not frozen",NULL,NULL,NULL,"39743516",NULL,NULL
"netbetuk","NETB6071B9D164F2","NETB6071B9D164F2","United Kingdom","2026-03-17 20:26:00","Not frozen",NULL,NULL,NULL,"39743354",NULL,NULL
"bet365poker","JCONNELLY67","gamerfourth9","United Kingdom","2026-03-17 16:54:44","Not frozen","92.26.122.44","0b94789032de7ccb5c3a69dcac7f57ed",NULL,"39742342",NULL,NULL
"netbetuk","NETBEAAA73E876C7","NETBEAAA73E876C7","United Kingdom","2026-03-17 17:27:10","Not frozen",NULL,NULL,NULL,"39742480",NULL,NULL
"bet365poker.se","MANSFELD2008","doctorsweet544","Sweden","2026-03-17 19:04:41","Not frozen","31.209.53.5","97605df50a528d371791f4a5c56510f6",NULL,"39742970",NULL,NULL
"netbetuk","NETBBB434D6BFECC","NETBBB434D6BFECC","United Kingdom","2026-03-17 17:58:10","Not frozen",NULL,NULL,NULL,"39742627",NULL,NULL
"sportiumbet.mx","Marilu198726","Marilu198726","Mexico","2026-03-18 01:13:00","Not frozen",NULL,NULL,NULL,"39744787",NULL,NULL
"bet365poker.nl","ROOIJMINKE","wardenblank315","Netherlands","2026-03-17 16:04:17","Not frozen","83.83.47.9","268b9e4df9fe86f96d07d6d1c8f32348",NULL,"39742120",NULL,NULL
"sportiumbet.mx","Yozy2102","Yozy2102","Mexico","2026-03-18 00:41:30","Not frozen",NULL,NULL,NULL,"39744665",NULL,NULL
"sportiumbet.mx","ernan66","ernan66","Mexico","2026-03-17 15:37:20","Not frozen",NULL,NULL,NULL,"39742020",NULL,NULL
"sportiumbet.mx","Gilberto7810","Gilberto7810","Mexico","2026-03-17 23:57:20","Not frozen",NULL,NULL,NULL,"39744461",NULL,NULL
"coolbet","rofLLeht","knighttree474","Finland","2026-03-18 00:25:50","Not frozen","93.106.14.126","368f29c00ab2610328306adb896e6c7e",NULL,"39744602",NULL,NULL
"sportiumbet.mx","Yani090909","Yani090909","Mexico","2026-03-17 10:53:30","Not frozen",NULL,NULL,NULL,"39741038",NULL,NULL
"netbetro","NETB863E699519B0","NETB863E699519B0","Romania","2026-03-17 18:54:30","Not frozen",NULL,NULL,NULL,"39742919",NULL,NULL
"svenskaspel","115981355","Gunners1993","Sweden","2026-03-17 22:31:15","Not frozen","80.217.171.249","fgljrk19009","2026-03-17 00:00:00","39744012","0","8.682041233618639"
"sportiumbet.mx","Anye12","Anye12","Mexico","2026-03-17 15:03:10","Not frozen",NULL,NULL,NULL,"39741890",NULL,NULL
"swisscasino.ch","Boiler","Dynamichonest87","Switzerland","2026-03-17 13:30:15","Not frozen","178.197.214.190","FF87DD3F-2FCB-41B3-9108-199E4CFEE7D2",NULL,"39741510",NULL,NULL
"paddypowerpoker.com","305899476","Decisivebook63","United Kingdom","2026-03-17 23:21:50","Not frozen","109.149.201.189","b36089bfd6a7ce2fe9a7c1829b02e83b",NULL,"39744299",NULL,NULL
"netbetuk","NETB5C8CB6D16523","NETB5C8CB6D16523","United Kingdom","2026-03-17 19:02:20","Not frozen",NULL,NULL,NULL,"39742956",NULL,NULL
"bet365poker","MONTEIROWILLIAM22","rexmighty4877","Cape Verde","2026-03-17 21:31:35","Not frozen","165.90.123.41","04fb7c363af114a90ff3753256c741da",NULL,"39743661",NULL,NULL
"netbetuk","NETB1BA7F0A2403A","NETB1BA7F0A2403A","United Kingdom","2026-03-17 21:33:50","Not frozen",NULL,NULL,NULL,"39743681",NULL,NULL
"sportiumbet.mx","Lupita152310","Lupita152310","Mexico","2026-03-18 02:09:40","Not frozen",NULL,NULL,NULL,"39744998",NULL,NULL
"teammexico.mx","1416384","1416384","Mexico","2026-03-17 18:03:15","Not frozen","200.68.183.180","8200ddaec605d08e8592001f9e5d9aae",NULL,"39742646",NULL,NULL
"sportiumbet.mx","Aleeeee123","Aleeeee1231","Mexico","2026-03-18 02:42:40","Not frozen",NULL,NULL,NULL,"39745122",NULL,NULL
"bifortuna.cz","Kremanek131","Kremdelakrem","Czech Republic","2026-03-17 18:10:12","Not frozen","46.135.94.178","69f935987491a7111adb150113829e9c",NULL,"39742674",NULL,NULL
"betfredew5","PF13069543","S0ggySp00n","United Kingdom","2026-03-18 01:37:11","Not frozen","188.29.127.16","fe945cd76398d713809e4f527ae8b1ba",NULL,"39744880",NULL,NULL
"sportiumbet.mx","Lalo@gr21","Lalogr21","Mexico","2026-03-17 14:38:00","Not frozen",NULL,NULL,NULL,"39741786",NULL,NULL
"sportiumbet.mx","Luisito1215","Luisito1215","Mexico","2026-03-17 13:37:20","Not frozen",NULL,NULL,NULL,"39741535",NULL,NULL
"sportiumbet.mx","Leoalva1607","Leoalva1607","Mexico","2026-03-18 01:08:34","Not frozen",NULL,NULL,NULL,"39744758",NULL,NULL
"netbetro","NETB67642978A55A","NETB67642978A55A","Romania","2026-03-17 16:36:20","Not frozen",NULL,NULL,NULL,"39742264",NULL,NULL
"sportiumbet.mx","Fergasca7899","Fergasca7899","Mexico","2026-03-17 15:36:20","Not frozen",NULL,NULL,NULL,"39742013",NULL,NULL
"efortuna","Blajb1985","Blajb1985","Romania","2026-03-17 15:48:52","Not frozen","82.78.173.140","68ebdcab-db6f-4119-ab5b-a4dab75bc3ae","2026-03-17 00:00:00","39742058","0","0.03000000009577529"
"betfairpoker","103532153","proeasy1342","United Kingdom","2026-03-17 22:28:06","Not frozen","78.151.52.15","7f29b2c2dbc8ec44758bdfe712ec04f6",NULL,"39743999",NULL,NULL
"swisscasino.ch","patriciaalves007","fishsaber223","Switzerland","2026-03-17 17:51:56","Not frozen","46.126.185.165","12e01df4ab42b467ceea42d863c9735e",NULL,"39742596","0","0"
"svenskaspel","109167684","Geniuseasy454","Sweden","2026-03-18 00:25:39","Not frozen","83.253.170.8","71e057567785b23217cb23975215804d",NULL,"39744599",NULL,NULL
"sportiumbet.mx","Patzy07@","Patzy07","Mexico","2026-03-17 13:55:30","Not frozen",NULL,NULL,NULL,"39741589",NULL,NULL
"sportiumbet.mx","Ray77777","Ray77777","Mexico","2026-03-17 18:41:50","Not frozen",NULL,NULL,NULL,"39742859",NULL,NULL
"sportiumbet.mx","Josegv86","Josegv86","Mexico","2026-03-17 17:45:40","Not frozen",NULL,NULL,NULL,"39742566",NULL,NULL
"sportiumbet.mx","Rangel4-20","Rangel4201","Mexico","2026-03-18 02:58:50","Not frozen",NULL,NULL,NULL,"39745182",NULL,NULL
"sportiumbet.mx","GASTELUM928","GASTELUM928","Mexico","2026-03-18 03:53:20","Not frozen",NULL,NULL,NULL,"39745376",NULL,NULL
"netbetuk","NETB236311DAE1BC","NETB236311DAE1BC","United Kingdom","2026-03-17 22:31:40","Not frozen",NULL,NULL,NULL,"39744016",NULL,NULL
"netbetuk","NETB2C1900951402","NETB2C1900951402","United Kingdom","2026-03-17 18:14:10","Not frozen",NULL,NULL,NULL,"39742703",NULL,NULL
"netbetuk","NETBC000810C6B32","NETBC000810C6B32","United Kingdom","2026-03-17 22:56:30","Not frozen",NULL,NULL,NULL,"39744162",NULL,NULL
"efortuna","hampuioan","hampuioan","Romania","2026-03-17 18:20:47","Not frozen","82.76.153.71","9769E535-C63D-4702-AA0E-97D5075F6C6B","2026-03-17 00:00:00","39742739","0","0.14000000044695135"
"sportiumbet.mx","Olgalidia@92","Olgalidia92","Mexico","2026-03-17 17:44:20","Not frozen",NULL,NULL,NULL,"39742558",NULL,NULL
"svenskaspel","109637739","gamblerzenith63","Sweden","2026-03-17 16:33:20","Not frozen","109.228.167.66","05aa6681bdac60070a0a4f0adfb9f1ff",NULL,"39742246",NULL,NULL
"netbetro","NETBAAC1D5C08293","NETBAAC1D5C08293","Romania","2026-03-17 14:42:30","Not frozen",NULL,NULL,NULL,"39741811",NULL,NULL
"sportiumbet.mx","JoFelip07","JoFelip07","Mexico","2026-03-18 02:16:40","Not frozen",NULL,NULL,NULL,"39745027",NULL,NULL
"atlanticcity.pe","1.554253","tupro07","Peru","2026-03-17 20:16:39","Not frozen","132.157.128.81","021d6561f4a7f89d3f1e33aa239f593a",NULL,"39743319",NULL,NULL
"bet365poker.nl","KICK26082007","puntervine371","Netherlands","2026-03-17 17:57:16","Not frozen","92.69.36.81","376350254787b339deeb6b287ea3c06a","2026-03-17 00:00:00","39742622","5.204316","0"
"redstar","piton017","piton017","Moldova","2026-03-17 17:18:50","Not frozen","188.138.228.72","k43jrk19444",NULL,"39742451",NULL,NULL
